deg_status;hatrho_J;hateta3_J;hateta3_full;var_source_Gamma1;var_source_Gamma2;var_source_Gamma3;jn;var_source_Gamma1_2;var_source_Gamma1_full;hatrho_J2;hateta3_J2;hateta3_full2;var2_source_Gamma1;var2_source_Gamma2;var2_source_Gamma3;jn2;var2_source_Gamma1_2;var2_source_Gamma1_full;n1;n2;rho1;rho2;alpha;r;mean;sigma
0;0.19900965275166;0.377203177074465;0.0157316857824745;0.00689069599249363;0.00146647381949788;0.00191083126105435;10636;0.00860718405598676;0.00208809431000646;0.500109690359789;0.453665706089485;0.112887494003144;0.00389398155619291;0.000224691229676169;0.000346558870012948;10636;0.00446201143974011;0.00179253693075084;200;200;0.2;0.5;1.75;3;0.5;0.01
0;0.599677196941208;0.535861234317552;0.197974307750102;0.00849236808707993;0.000229356642629392;0.000273293719233886;10636;0.00955216090076388;0.00509830888940994;0.500109690359789;0.453665706089485;0.112887494003144;0.00389398155619291;0.000224691229676169;0.000346558870012948;10636;0.00446201143974011;0.00179253693075084;200;200;0.6;0.5;1.75;3;0.5;0.01
0;1.00000000000003;0.629423685033008;0.629735096931248;0.0193337786719944;0.000111144570470831;0.000101665200496761;10636;0.0184228583342606;0.0143922544420112;0.500109690359789;0.453665706089485;0.112887494003144;0.00389398155619291;0.000224691229676169;0.000346558870012948;10636;0.00446201143974011;0.00179253693075084;200;200;1;0.5;1.75;3;0.5;0.01
0;0.200519887078291;0.610044170791532;0.0222718999132072;0.0066394144935084;0.000910059477272987;0.000846051731933108;35777;0.00336207581487152;0.00163945142793146;0.500109690359789;0.453665706089485;0.112887494003144;0.00389398155619291;0.000224691229676169;0.000346558870012948;10636;0.00446201143974011;0.00179253693075084;400;200;0.2;0.5;1.75;3;0.5;0.01
0;0.600660573366509;0.579198284298873;0.211824724547858;0.00735878138795919;0.000114121818373596;8.72130649323017e-05;35777;0.00792237103502921;0.00524678394541581;0.500109690359789;0.453665706089485;0.112887494003144;0.00389398155619291;0.000224691229676169;0.000346558870012948;10636;0.00446201143974011;0.00179253693075084;400;200;0.6;0.5;1.75;3;0.5;0.01
0;1.00000000000008;0.512358865831206;0.511529630872533;0.0039448384677904;1.43112390357674e-05;3.07129625555725e-05;35777;0.00392892533786787;0.00253990699892973;0.500109690359789;0.453665706089485;0.112887494003144;0.00389398155619291;0.000224691229676169;0.000346558870012948;10636;0.00446201143974011;0.00179253693075084;400;200;1;0.5;1.75;3;0.5;0.01
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
