deg_status;hatrho_J;hateta3_J;hateta3_full;var_source_Gamma1;var_source_Gamma2;var_source_Gamma3;jn;var_source_Gamma1_2;var_source_Gamma1_full;hatrho_J2;hateta3_J2;hateta3_full2;var2_source_Gamma1;var2_source_Gamma2;var2_source_Gamma3;jn2;var2_source_Gamma1_2;var2_source_Gamma1_full;n1;n2;rho1;rho2;alpha;r;mean;sigma
0;0.203350256988842;0.475036252807307;0.0191810653223382;0.0142016519928791;0.00222043386740279;0.00210380374387085;10636;0.00244933121321789;0.00507838408814754;0.500015670051402;0.52093379684402;0.132419607588027;0.00794639955123596;0.000373785988544703;0.000384279559855163;10636;0.00674408669191482;0.00518824750549265;200;200;0.2;0.5;1.75;3;0.5;0.01
0;0.605334085495802;0.414748737179306;0.154070957969342;0.00396214240085166;0.000125690483277563;0.00020216307953596;10636;0.00305825978933609;0.00214766526270053;0.500015670051402;0.52093379684402;0.132419607588027;0.00794639955123596;0.000373785988544703;0.000384279559855163;10636;0.00674408669191482;0.00518824750549265;200;200;0.6;0.5;1.75;3;0.5;0.01
0;1.00000000000003;0.439197746346765;0.435055102251927;0.00429231127182799;2.41484566712407e-05;7.73086768974915e-05;10636;0.00415381242010157;0.00258742568851549;0.500015670051402;0.52093379684402;0.132419607588027;0.00794639955123596;0.000373785988544703;0.000384279559855163;10636;0.00674408669191482;0.00518824750549265;200;200;1;0.5;1.75;3;0.5;0.01
0;0.199248120300753;0.484066299895951;0.0188947988635493;0.00461025013328428;0.000629175427277086;0.000681086598930104;35777;0.00538719711404975;0.001449249054417;0.500015670051402;0.52093379684402;0.132419607588027;0.00794639955123596;0.000373785988544703;0.000384279559855163;10636;0.00674408669191482;0.00518824750549265;400;200;0.2;0.5;1.75;3;0.5;0.01
0;0.600008385275465;0.475755338142871;0.171334631503208;0.00334807547093251;6.02067529617966e-05;7.51115601726801e-05;35777;0.00356257266958307;0.00203040581529218;0.500015670051402;0.52093379684402;0.132419607588027;0.00794639955123596;0.000373785988544703;0.000384279559855163;10636;0.00674408669191482;0.00518824750549265;400;200;0.6;0.5;1.75;3;0.5;0.01
0;1.00000000000008;0.479916783295822;0.480545127337593;0.00245778937464451;1.01041078556712e-05;2.90222188864284e-05;35777;0.00240246688891171;0.00140984741323566;0.500015670051402;0.52093379684402;0.132419607588027;0.00794639955123596;0.000373785988544703;0.000384279559855163;10636;0.00674408669191482;0.00518824750549265;400;200;1;0.5;1.75;3;0.5;0.01
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
