deg_status;hatrho_J;hateta3_J;hateta3_full;var_source_Gamma1;var_source_Gamma2;var_source_Gamma3;jn;var_source_Gamma1_2;var_source_Gamma1_full;hatrho_J2;hateta3_J2;hateta3_full2;var2_source_Gamma1;var2_source_Gamma2;var2_source_Gamma3;jn2;var2_source_Gamma1_2;var2_source_Gamma1_full;n1;n2;rho1;rho2;alpha;r;mean;sigma
0;0.201485520872507;0.417330152798286;0.0156608117200189;0.00604996783548195;0.00136876632137819;0.00205231970313431;10636;0.00136778033347132;0.00118411130104489;0.498574025322807;0.42805546685528;0.108250049890443;0.0061214537968903;0.000244831181254502;0.000334838415366365;10636;0.00621618886994723;0.00327909849753347;200;200;0.2;0.5;1.75;3;0.5;0.01
0;0.597890811081863;0.494120757839013;0.172103998980786;0.0047080861119145;0.000179412023375727;0.000269128130855133;10636;0.00267977504555069;0.0021433805297359;0.498574025322807;0.42805546685528;0.108250049890443;0.0061214537968903;0.000244831181254502;0.000334838415366365;10636;0.00621618886994723;0.00327909849753347;200;200;0.6;0.5;1.75;3;0.5;0.01
0;1.00000000000003;0.548732536760373;0.54671235167455;0.0103655155220978;6.06689018940814e-05;0.000101115668976897;10636;0.00961045375648491;0.0067060221914507;0.498574025322807;0.42805546685528;0.108250049890443;0.0061214537968903;0.000244831181254502;0.000334838415366365;10636;0.00621618886994723;0.00327909849753347;200;200;1;0.5;1.75;3;0.5;0.01
0;0.19772945374589;0.523555820320451;0.019425663269329;0.00492647786651901;0.000737253759239623;0.000761907448352002;35777;0.00305646511138175;0.00148506567763044;0.498574025322807;0.42805546685528;0.108250049890443;0.0061214537968903;0.000244831181254502;0.000334838415366365;10636;0.00621618886994723;0.00327909849753347;400;200;0.2;0.5;1.75;3;0.5;0.01
0;0.597245902861251;0.555684699778273;0.200019947301866;0.00375461621735867;7.61668308536455e-05;9.0102162394244e-05;35777;0.00373800453180303;0.00217017600896083;0.498574025322807;0.42805546685528;0.108250049890443;0.0061214537968903;0.000244831181254502;0.000334838415366365;10636;0.00621618886994723;0.00327909849753347;400;200;0.6;0.5;1.75;3;0.5;0.01
0;1.00000000000008;0.47921648374389;0.479792109237872;0.00276002137564781;1.05299815218831e-05;2.93395713310506e-05;35777;0.00278167279257424;0.00165238250200116;0.498574025322807;0.42805546685528;0.108250049890443;0.0061214537968903;0.000244831181254502;0.000334838415366365;10636;0.00621618886994723;0.00327909849753347;400;200;1;0.5;1.75;3;0.5;0.01
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
