deg_status;hatrho_J;hateta3_J;hateta3_full;var_source_Gamma1;var_source_Gamma2;var_source_Gamma3;jn;var_source_Gamma1_2;var_source_Gamma1_full;hatrho_J2;hateta3_J2;hateta3_full2;var2_source_Gamma1;var2_source_Gamma2;var2_source_Gamma3;jn2;var2_source_Gamma1_2;var2_source_Gamma1_full;n1;n2;rho1;rho2;alpha;r;mean;sigma
1;0.19886862228908;-7.37668617364826e-05;1.13595871341888e-06;4.76364504579163e-10;5.42438221940513e-10;0;10636;3.89702291593134e-10;2.42171940131517e-09;0.503353390999127;-0.000146654045327412;3.82856876127249e-06;7.13304035611052e-10;7.51890286785695e-10;0;10636;7.2683422787337e-10;3.65736415604731e-10;200;200;0.2;0.5;1.75;3;0;0.01
1;0.601103171618405;-1.66280482036705e-05;-4.7487513706801e-06;1.86111020034852e-08;7.58766341754895e-09;2.25697116271502e-08;10636;2.40085297739642e-10;1.95964486131752e-10;0.503353390999127;-0.000146654045327412;3.82856876127249e-06;7.13304035611052e-10;7.51890286785695e-10;0;10636;7.2683422787337e-10;3.65736415604731e-10;200;200;0.6;0.5;1.75;3;0;0.01
1;1.00000000000003;-7.24049880211374e-05;8.91430529634107e-06;2.71026796640737e-09;1.19630672220802e-09;2.9466061297041e-09;10636;2.33679219452163e-10;1.28056705193451e-10;0.503353390999127;-0.000146654045327412;3.82856876127249e-06;7.13304035611052e-10;7.51890286785695e-10;0;10636;7.2683422787337e-10;3.65736415604731e-10;200;200;1;0.5;1.75;3;0;0.01
1;0.200608398319219;0.000139978928388115;-5.35366245868662e-08;1.59240888332917e-07;5.32692119487383e-08;1.60795711395201e-07;35777;7.20276965374137e-11;1.70213859473934e-10;0.503353390999127;-0.000146654045327412;3.82856876127249e-06;7.13304035611052e-10;7.51890286785695e-10;0;10636;7.2683422787337e-10;3.65736415604731e-10;400;200;0.2;0.5;1.75;3;0;0.01
1;0.598997493734344;3.50271829474344e-05;-6.44076122725815e-07;9.4294143329243e-09;3.38913017839044e-09;1.011441773949e-08;35777;2.05769585105131e-09;2.23321934327202e-11;0.503353390999127;-0.000146654045327412;3.82856876127249e-06;7.13304035611052e-10;7.51890286785695e-10;0;10636;7.2683422787337e-10;3.65736415604731e-10;400;200;0.6;0.5;1.75;3;0;0.01
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
