deg_status;hatrho_J;hateta3_J;hateta3_full;var_source_Gamma1;var_source_Gamma2;var_source_Gamma3;jn;var_source_Gamma1_2;var_source_Gamma1_full;hatrho_J2;hateta3_J2;hateta3_full2;var2_source_Gamma1;var2_source_Gamma2;var2_source_Gamma3;jn2;var2_source_Gamma1_2;var2_source_Gamma1_full;n1;n2;rho1;rho2;alpha;r;mean;sigma
0;0.20280180518992;0.503746231613681;0.0229524207995352;0.0142334467850099;0.00273418004832765;0.00255432762668723;10636;0.00153188545907432;0.0054155341403268;0.498950106556354;0.45904267010104;0.11308426136848;0.00794502822929691;0.000320523815193105;0.000352585631866239;10636;0.00836319659354746;0.00493014741634711;200;200;0.2;0.5;1.75;3;0.5;0.01
0;0.601761313777111;0.649193116120948;0.221918373071584;0.014879512409178;0.00036862107171819;0.000306210808069629;10636;0.012032820682354;0.00726541814877596;0.498950106556354;0.45904267010104;0.11308426136848;0.00794502822929691;0.000320523815193105;0.000352585631866239;10636;0.00836319659354746;0.00493014741634711;200;200;0.6;0.5;1.75;3;0.5;0.01
0;1.00000000000003;0.493508090685022;0.489973352672002;0.00366483882763615;3.45186355159835e-05;0.000101058628975068;10636;0.00346860345600928;0.00184545529456142;0.498950106556354;0.45904267010104;0.11308426136848;0.00794502822929691;0.000320523815193105;0.000352585631866239;10636;0.00836319659354746;0.00493014741634711;200;200;1;0.5;1.75;3;0.5;0.01
0;0.197179752354866;0.541633866771162;0.0201899354307448;0.00661360139348612;0.000906091934516253;0.000767718565788695;35777;0.00526767683683299;0.00220290747962779;0.498950106556354;0.45904267010104;0.11308426136848;0.00794502822929691;0.000320523815193105;0.000352585631866239;10636;0.00836319659354746;0.00493014741634711;400;200;0.2;0.5;1.75;3;0.5;0.01
0;0.597814238197733;0.484375902395911;0.17135567604144;0.00246200303036684;5.78339904499727e-05;7.53171399930817e-05;35777;0.00196795909726608;0.00137065980398156;0.498950106556354;0.45904267010104;0.11308426136848;0.00794502822929691;0.000320523815193105;0.000352585631866239;10636;0.00836319659354746;0.00493014741634711;400;200;0.6;0.5;1.75;3;0.5;0.01
0;1.00000000000008;0.552958744024942;0.560697568619754;0.00436375642168252;1.2915742307486e-05;2.88737338460588e-05;35777;0.00427133977802181;0.00280390308016057;0.498950106556354;0.45904267010104;0.11308426136848;0.00794502822929691;0.000320523815193105;0.000352585631866239;10636;0.00836319659354746;0.00493014741634711;400;200;1;0.5;1.75;3;0.5;0.01
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
