deg_status;hatrho_J;hateta3_J;hateta3_full;var_source_Gamma1;var_source_Gamma2;var_source_Gamma3;jn;var_source_Gamma1_2;var_source_Gamma1_full;hatrho_J2;hateta3_J2;hateta3_full2;var2_source_Gamma1;var2_source_Gamma2;var2_source_Gamma3;jn2;var2_source_Gamma1_2;var2_source_Gamma1_full;n1;n2;rho1;rho2;alpha;r;mean;sigma
1;0.201454180769712;0.000648506272534334;-1.75615399978421e-06;1.74319403746899e-06;5.89290416641651e-07;1.78902722295185e-06;10636;6.32662377078696e-10;9.52427104184698e-10;0.505045756550086;-7.38650382581203e-05;3.47652811542612e-06;2.22221105503687e-10;2.63924486077196e-10;0;10636;6.15241503453762e-11;2.61785144901447e-10;200;200;0.2;0.5;1.75;3;0;0.01
1;0.602215745267646;-9.31932481256444e-05;2.20624976565483e-06;2.12221653531069e-10;2.58420564807327e-10;0;10636;1.0936998224588e-10;2.17824037871986e-10;0.505045756550086;-7.38650382581203e-05;3.47652811542612e-06;2.22221105503687e-10;2.63924486077196e-10;0;10636;6.15241503453762e-11;2.61785144901447e-10;200;200;0.6;0.5;1.75;3;0;0.01
1;1.00000000000003;-6.42713729011103e-05;-1.79400632419497e-06;2.77505095979376e-09;1.11268915205952e-09;2.9466061297041e-09;10636;6.27590028439418e-11;8.3916445973778e-11;0.505045756550086;-7.38650382581203e-05;3.47652811542612e-06;2.22221105503687e-10;2.63924486077196e-10;0;10636;6.15241503453762e-11;2.61785144901447e-10;200;200;1;0.5;1.75;3;0;0.01
1;0.19874966225974;0.000123125436585332;4.06537843077487e-07;1.55680864267598e-07;5.60199105771214e-08;1.66895760968769e-07;35777;2.61806669753293e-12;3.15822355929721e-10;0.505045756550086;-7.38650382581203e-05;3.47652811542612e-06;2.22221105503687e-10;2.63924486077196e-10;0;10636;6.15241503453762e-11;2.61785144901447e-10;400;200;0.2;0.5;1.75;3;0;0.01
1;0.602020851384975;-2.53218866054256e-05;1.26734087520323e-08;5.77472895284404e-09;2.03965800559669e-09;5.94765848983325e-09;35777;1.81500277463629e-12;2.98233597699813e-11;0.505045756550086;-7.38650382581203e-05;3.47652811542612e-06;2.22221105503687e-10;2.63924486077196e-10;0;10636;6.15241503453762e-11;2.61785144901447e-10;400;200;0.6;0.5;1.75;3;0;0.01
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
