deg_status;hatrho_J;hateta3_J;hateta3_full;var_source_Gamma1;var_source_Gamma2;var_source_Gamma3;jn;var_source_Gamma1_2;var_source_Gamma1_full;hatrho_J2;hateta3_J2;hateta3_full2;var2_source_Gamma1;var2_source_Gamma2;var2_source_Gamma3;jn2;var2_source_Gamma1_2;var2_source_Gamma1_full;n1;n2;rho1;rho2;alpha;r;mean;sigma
0;0.203271906731853;0.498136027906797;0.0178380774863921;0.0140276402048391;0.00215788748544132;0.00230020064086217;10636;0.00541616093930015;0.00134332946830171;0.499811959383231;0.524205844212526;0.128969285662168;0.00717095793927921;0.000353332919933071;0.000386372235549292;10636;0.00423060344029207;0.0039516377059954;200;200;0.2;0.5;1.75;3;0.5;0.01
0;0.601447912749156;0.498846797067521;0.187016474463296;0.00586062834607681;0.000186321830695222;0.000253579799015227;10636;0.00825067423073399;0.00339482473548584;0.499811959383231;0.524205844212526;0.128969285662168;0.00717095793927921;0.000353332919933071;0.000386372235549292;10636;0.00423060344029207;0.0039516377059954;200;200;0.6;0.5;1.75;3;0.5;0.01
0;1.00000000000003;0.527187502843077;0.526687209819651;0.0042929566422618;3.38738202644205e-05;0.000107456696592473;10636;0.00414177838227242;0.00217246400648829;0.499811959383231;0.524205844212526;0.128969285662168;0.00717095793927921;0.000353332919933071;0.000386372235549292;10636;0.00423060344029207;0.0039516377059954;200;200;1;0.5;1.75;3;0.5;0.01
0;0.201470218296672;0.520346830186058;0.0211233196387818;0.00614785878105445;0.000824731295619092;0.000685740358599539;35777;0.00122131850008753;0.00266155267083793;0.499811959383231;0.524205844212526;0.128969285662168;0.00717095793927921;0.000353332919933071;0.000386372235549292;10636;0.00423060344029207;0.0039516377059954;400;200;0.2;0.5;1.75;3;0.5;0.01
0;0.601037910762043;0.55736179020425;0.196397853646843;0.00542017457556506;8.87035245717155e-05;8.22652405523076e-05;35777;0.00460954416683507;0.00312918829315288;0.499811959383231;0.524205844212526;0.128969285662168;0.00717095793927921;0.000353332919933071;0.000386372235549292;10636;0.00423060344029207;0.0039516377059954;400;200;0.6;0.5;1.75;3;0.5;0.01
0;1.00000000000008;0.512498033426226;0.513390573887253;0.00357517812694299;1.25778653687724e-05;2.99581230271061e-05;35777;0.00359437177748323;0.00222186947374052;0.499811959383231;0.524205844212526;0.128969285662168;0.00717095793927921;0.000353332919933071;0.000386372235549292;10636;0.00423060344029207;0.0039516377059954;400;200;1;0.5;1.75;3;0.5;0.01
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
