hatrho_wq_J;var_wq_J;hatrho_J;hateta3_J;var_source_Gamma1;var_source_Gamma2;var_source_Gamma3;n;rho;alpha;jn;var_source_Gamma1_2;var_source_Gamma1_3
0.00819091670397376;0.000317663254826599;1;0.00361172463808331;0.00096300297693473;0;1.90199316980485e-05;100;1;1.2;251;6.46849437409654e-06;5.9267594585178e-06
-0.00894295152137558;0.000316862026282492;1;-0.00245573271654236;0.000474886770142534;0;-9.77374635927596e-06;100;1;1.2;251;4.56820498656199e-06;4.59864950512988e-06
-0.0131919457680856;0.000435567127132427;1;-0.0366255712566287;0.000685850966778773;0;-0.000145918090412943;100;1;1.2;251;3.5353199736646e-06;3.71657070705486e-06
0.0201856451125173;0.000401264413056874;1;0.0177191249601274;0.000709611987860966;0;7.13976650555287e-05;100;1;1.2;251;8.67009663078429e-06;8.39114534984561e-06
0.0257098113797475;0.000424989527248234;1;-0.00995081658547588;0.000774495334095535;0;-3.9536284883173e-05;100;1;1.2;251;5.96423696930134e-06;5.84970209650068e-06
-0.0153471068649106;0.000516539628444692;1;0.00807830049068772;0.000712518299752793;0;3.42376258475023e-05;100;1;1.2;251;6.94030729036355e-06;6.41053256472068e-06
-0.0158893092169827;0.000510798680805128;1;-0.00441833501888303;0.000951270967493856;0;-1.24554050814242e-05;100;1;1.2;251;6.35156470332304e-06;4.88493703334131e-06
-0.00520924456787894;0.000360996508936642;1;0.0435927482180737;0.000871598564018498;0;0.000174900842355315;100;1;1.2;251;5.22946298061576e-06;4.86910090495119e-06
0.0214820833896177;0.000468310940912325;1;0.00136814022534574;0.000639887906231137;0;7.13848785279067e-06;100;1;1.2;251;1.11841047314748e-05;1.12377560896375e-05
-0.00444182221025704;0.000495351657933683;1;0.0309242967621464;0.00062946937975432;0;0.000123791157671914;100;1;1.2;251;4.39381150196836e-06;4.08839305820388e-06
0.00365026260996936;0.000458776661278816;1;0.0223188656157277;0.000799022270718191;0;8.92704244660963e-05;100;1;1.2;251;5.58459922009014e-06;5.60210219991706e-06
-0.0343208164484741;0.000422960688455413;1;-0.0157687706741642;0.000657731622473503;0;-6.03984416995628e-05;100;1;1.2;251;5.81886484157302e-06;6.52009886546267e-06
-0.00658074633616129;0.000341369836589781;1;-0.012808751372725;0.000792524488631677;0;-5.00464285111701e-05;100;1;1.2;251;3.31921813177268e-06;3.33606961202378e-06
0.00700028951560295;0.000335660569702508;1;-0.0234375480480519;0.000871475066384752;0;-9.2250142465657e-05;100;1;1.2;251;4.84003397934777e-06;4.72065064477829e-06
0.015396109943746;0.000407611911051916;1;-0.00541952126927784;0.000720643388695147;0;-2.14381971698842e-05;100;1;1.2;251;5.13598847206987e-06;5.10088935764861e-06
-0.0387769427877768;0.0004111308791941;1;-0.0206923348961043;0.000788087364374486;0;-7.98785515559411e-05;100;1;1.2;251;5.57464277985084e-06;5.64880299676459e-06
-0.00611213320576204;0.000403440871598292;1;-0.00316411640500043;0.000876721134155435;0;-1.04784458049614e-05;100;1;1.2;251;6.49814883710726e-06;6.57131765727829e-06
0.00175262972768248;0.000456435337323854;1;0.0185084116936831;0.000714805043638073;0;7.47382604119391e-05;100;1;1.2;251;6.89257400954032e-06;6.19847890734091e-06
0.00250830338787504;0.000474303489968986;1;-0.0284457253643888;0.000746371251231848;0;-0.000110431854342939;100;1;1.2;251;8.02700715209648e-06;7.41183683404461e-06
0.00979091782572976;0.000418922446084513;1;-0.000563886833225777;0.000855468055597611;0;-6.35352969768597e-07;100;1;1.2;251;5.09111461023586e-06;5.09705566482266e-06
0.0132883525120218;0.000382384292193134;1;-0.0021576083578432;0.000666926673410126;0;-8.44787819468428e-06;100;1;1.2;251;6.35060033240435e-06;6.26566083385516e-06
0.0169276162161791;0.000424471001427779;1;0.036535486122178;0.00130093015886326;0;0.000152091901455826;100;1;1.2;251;6.44967936036873e-06;6.49027686769984e-06
-0.00743345539271801;0.000389721797431827;1;-0.0207001286187498;0.000884962424916857;0;-8.109053900588e-05;100;1;1.2;251;5.31281323680749e-06;4.9199045215144e-06
-0.016603412427519;0.000426543615556058;1;-0.00832593297000367;0.000762531477373979;0;-3.16104743125994e-05;100;1;1.2;251;6.78565922008544e-06;6.63426706050945e-06
0.0198201199965226;0.000343271449623064;1;0.0272576182620849;0.000762998387057363;0;0.000117410810206212;100;1;1.2;251;7.45203365877299e-06;6.75315568400826e-06
-0.0652621775590554;0.000457054370933616;1;-0.0458282916000801;0.000778771009597141;0;-0.000180128915149061;100;1;1.2;251;5.92872836806903e-06;5.52017130642687e-06
0.0344152575908642;0.000355089456392643;1;0.0156112218571216;0.00069793066943857;0;6.30072706836267e-05;100;1;1.2;251;6.26042130765978e-06;5.80473236599286e-06
0.0265314669148212;0.000274330981552321;1;0.0176281191699634;0.000758215273946713;0;7.13102954865877e-05;100;1;1.2;251;6.72186400190417e-06;6.71408939168284e-06
-0.0422392353532869;0.000458788049047677;1;-0.0200415276939803;0.000737288994584516;0;-7.83266981230169e-05;100;1;1.2;251;4.94713465382152e-06;4.57375482871947e-06
0.0346482222798736;0.000467523688635235;1;0.0346551199860161;0.000900209629328082;0;0.000139527542763051;100;1;1.2;251;5.69210866272307e-06;5.59362232332286e-06
-0.0302778260142111;0.000442847600001661;1;-0.0203167477009789;0.000733290019999277;0;-8.02516790081679e-05;100;1;1.2;251;4.90313990075722e-06;4.89881763522126e-06
-0.0493743204482302;0.000497922227697229;1;-0.0271954449266449;0.000772031658945248;0;-0.000106559736624369;100;1;1.2;251;5.55674958824033e-06;4.95952876679397e-06
-0.0113987573042189;0.000428296222951014;1;-0.0236609219752639;0.000587044616696995;0;-9.42305068852578e-05;100;1;1.2;251;4.27377517413842e-06;4.00703207655496e-06
-0.00450757630128388;0.000500444102203487;1;0.00832107897153823;0.00084497446704398;0;3.95111876026482e-05;100;1;1.2;251;7.2998696574764e-06;7.05802700008066e-06
7.16751604086966e-05;0.000484091408281469;1;-0.00835320615825345;0.000871673255079254;0;-3.10128997025169e-05;100;1;1.2;251;7.69730876653966e-06;6.99745849705721e-06
-0.0119266547147105;0.000568059231296009;1;0.0350958016023449;0.00120213969881412;0;0.000139835760682557;100;1;1.2;251;4.56565988379197e-06;4.60900952962957e-06
0.0164661016474755;0.000369096435677181;1;0.0211108450394146;0.000784898575295057;0;8.41340742944424e-05;100;1;1.2;251;7.2346675664237e-06;7.17053714924133e-06
-0.0110055012906227;0.00042215433917299;1;-0.00886332271466078;0.000658502077399127;0;-3.52656537221386e-05;100;1;1.2;251;5.72345995151669e-06;5.81030972964457e-06
0.017709910196232;0.00032855614946771;1;0.00579599230308364;0.000741690685952364;0;2.38383571382931e-05;100;1;1.2;251;8.1882784331168e-06;8.17801505288037e-06
0.00856237095860827;0.000474790309300295;1;-0.0082156347296294;0.000817224886450348;0;-3.26008046587491e-05;100;1;1.2;251;5.96459031162418e-06;5.92356312841988e-06
0.014031046398267;0.000536171547259555;1;0.00262377701337597;0.000944355045167526;0;1.1706566643569e-05;100;1;1.2;251;6.21263463209863e-06;6.03690108132587e-06
0.0127815132999691;0.000455433552375329;1;-0.0122853271256611;0.000848573341852127;0;-4.42287598771534e-05;100;1;1.2;251;5.18544063385081e-06;4.71143096209759e-06
0.010425750398671;0.000373358577160087;1;-0.0160339418244625;0.000718462912618174;0;-6.35641981119789e-05;100;1;1.2;251;5.77354544768346e-06;5.44306472619566e-06
0.00260471226085122;0.000402847638916771;1;0.0360672740548636;0.000594705766500711;0;0.00014477020363591;100;1;1.2;251;1.04484381735063e-05;1.0224827498394e-05
0.00968530493260004;0.000465648409006657;1;0.0240235350496167;0.00118116408834249;0;9.58168970141413e-05;100;1;1.2;251;4.89712001640832e-06;4.91376036229582e-06
0.0310110503529719;0.000382615755756712;1;-0.0183912115922452;0.000988175199553495;0;-6.68822513537773e-05;100;1;1.2;251;4.62498529535898e-06;4.11074378364359e-06
0.0185452874669229;0.000523223396800239;1;0.037874783215366;0.000945614983781481;0;0.000151031529886057;100;1;1.2;251;5.39670055330602e-06;5.39335188025849e-06
0.00657717267734293;0.000496744711130427;1;-0.0341637325739561;0.000785867078944664;0;-0.000135736864863306;100;1;1.2;251;4.87668766310266e-06;4.77000054450924e-06
-0.00467760159961823;0.000362078369691923;1;0.00575036399678675;0.0008136477365552;0;2.33605391815131e-05;100;1;1.2;251;4.85768606217388e-06;4.45577258705796e-06
0.0148025677896126;0.00040331186363833;1;-0.0278730749361668;0.000859769785392604;0;-0.000105436484074923;100;1;1.2;251;6.8645436622225e-06;6.68335908786505e-06
0.0246663091988724;0.000424786841073421;1;0.0166676679354146;0.000922143075700576;0;6.69398763641197e-05;100;1;1.2;251;4.85064178018693e-06;4.50837787999345e-06
-0.0219782736397658;0.000402094518989735;1;-0.0106892285630943;0.000759959927695203;0;-3.62893937052591e-05;100;1;1.2;251;4.0428114519065e-06;3.38526169199906e-06
0.0151551265805073;0.000389453005528499;1;0.0264689372030338;0.00100630945872657;0;0.000105779972548054;100;1;1.2;251;2.90747294600486e-06;2.84935576990752e-06
-0.0299603484413664;0.000470974748196949;1;-0.0465483382979268;0.000643798496467207;0;-0.000184412449835282;100;1;1.2;251;8.09370922522794e-06;7.84844787630379e-06
-0.000381498612553818;0.000380908865131815;1;-0.000648166424361596;0.00104134830612504;0;1.12109008305273e-06;100;1;1.2;251;4.75448632349909e-06;4.45490906502692e-06
0.0164846172499476;0.000389834244857041;1;-0.00186515909033233;0.000851713539020918;0;-4.19131681264461e-06;100;1;1.2;251;8.95939633726846e-06;8.63557112314701e-06
0.0157047024896195;0.000342581370063442;1;0.0116281969239625;0.000764609706674572;0;5.13741710087164e-05;100;1;1.2;251;9.33494939845183e-06;6.8168593783743e-06
0.0106437271138212;0.000519060735339489;1;-0.00756329449574728;0.000672067166443243;0;-2.96595895289699e-05;100;1;1.2;251;5.81388028557621e-06;5.88894264482511e-06
0.0251897273622961;0.000345869750872791;1;-0.010494707103849;0.000540144086731908;0;-3.94791249398224e-05;100;1;1.2;251;7.19297144660087e-06;7.39323623597885e-06
0.00713299356354858;0.000354808527093909;1;-0.0113907152656072;0.000628659064949264;0;-4.53046827524134e-05;100;1;1.2;251;6.44953436404996e-06;6.34068418908117e-06
-0.00327564080703094;0.000508125672152398;1;-0.0124042581359914;0.000824513166286242;0;-4.84630373390203e-05;100;1;1.2;251;4.39702063351774e-06;3.73266110793501e-06
0.0191801547178662;0.000474699968041652;1;0.0197172475138139;0.00066924496314498;0;7.87978482089152e-05;100;1;1.2;251;7.21478735903088e-06;7.20921113500565e-06
0.00757815715055536;0.000374755660977693;1;-0.00772933026627222;0.000704038536205633;0;-3.06345471339471e-05;100;1;1.2;251;6.108213955723e-06;5.99989052767146e-06
-0.00711205405212326;0.000596613203647661;1;-0.0227462674000466;0.00104354302260077;0;-9.01498197710142e-05;100;1;1.2;251;5.00581409794991e-06;5.00436050635436e-06
-0.0109797567558188;0.000422600277857987;1;-0.00841405945867079;0.00077867903942001;0;-2.74833656909911e-05;100;1;1.2;251;5.10460743435933e-06;4.95775154229229e-06
0.0176549975030713;0.000433496021789933;1;0.0210330945399576;0.000778471468850655;0;8.43563446843174e-05;100;1;1.2;251;4.25533250997057e-06;4.16306865328313e-06
0.00226024151346542;0.00043159322629196;1;0.00927655142099033;0.00113278083447239;0;4.18753043522314e-05;100;1;1.2;251;5.07546267669303e-06;4.96755142406601e-06
0.0276220779643173;0.000353247439757812;1;-0.00353636538470244;0.000724460909209844;0;-1.36637707197509e-05;100;1;1.2;251;7.89912528223152e-06;7.86244056640394e-06
0.0210946167432268;0.000476318256418162;1;-0.00139199930419199;0.00102878752731678;0;5.54183165518193e-07;100;1;1.2;251;7.01442014024305e-06;6.41657306536112e-06
-0.0329981351018911;0.000349390354288994;1;-0.0186400596090015;0.000634855279661312;0;-7.4234018985563e-05;100;1;1.2;251;5.84311704670021e-06;5.84304850909555e-06
-0.0182880406183985;0.000438577074982796;1;-0.00110788824878155;0.000566757746502089;0;8.15960182344147e-09;100;1;1.2;251;5.62139014851029e-06;5.58949671296946e-06
0.0509873276858755;0.000331988405839667;1;-0.00181276377194097;0.000782839968643965;0;-5.70263985455009e-06;100;1;1.2;251;7.88748819515991e-06;7.65492562044906e-06
0.0248498791715177;0.000414795708842665;1;0.0155314389720492;0.00070529813140489;0;6.2335358713933e-05;100;1;1.2;251;5.11248716402222e-06;5.11768516278534e-06
0.00908051485861503;0.000411642208054898;1;0.0205550876128266;0.00060668374929761;0;8.19590822518286e-05;100;1;1.2;251;5.92388499977594e-06;5.8346455763731e-06
0.0138991290347002;0.000324823126990858;1;-0.0104035692896158;0.000649644932562638;0;-4.13965525915411e-05;100;1;1.2;251;5.29747242574466e-06;5.24442133851886e-06
-0.00886219366249332;0.000277021127860835;1;-0.0261234132642437;0.000612711645608709;0;-0.000103923672086803;100;1;1.2;251;6.13251419937256e-06;5.63608644125242e-06
-0.00117410897198404;0.000462714851732698;1;0.00340777686341536;0.000738713611601441;0;1.76798230331708e-05;100;1;1.2;251;8.50795879300387e-06;7.90547405682239e-06
0.0128453217466808;0.000449331603259565;1;0.00270035065450199;0.000631192714050761;0;1.54932035317005e-05;100;1;1.2;251;6.25954450210342e-06;5.99807837579109e-06
0.0249635720161357;0.000422349647636015;1;-0.00871289108545992;0.000828891438256955;0;-3.39896974360894e-05;100;1;1.2;251;9.15722697466262e-06;9.04347092296325e-06
-0.00870266199778578;0.00032260125520446;1;0.00688739704253944;0.000883026576372291;0;2.81861130845412e-05;100;1;1.2;251;6.52105796508135e-06;6.43254754461391e-06
-0.000683236331227064;0.000378708161899278;1;0.0146096602669789;0.000558541198373254;0;6.66413025753006e-05;100;1;1.2;251;1.30081781783498e-05;8.64661498148704e-06
-0.0110071349275924;0.00046672630908547;1;-0.0343895520822146;0.00090201164381244;0;-0.000134714567872945;100;1;1.2;251;6.83773226371769e-06;6.2274248338594e-06
-0.00766352203862272;0.000315511211370416;1;-0.0122930947811788;0.000508196651600598;0;-4.88446905035543e-05;100;1;1.2;251;5.24040065691301e-06;5.31473241757519e-06
-0.0288900458245286;0.000384456712326923;1;-0.029919023653841;0.000928540426643193;0;-0.000119177865065701;100;1;1.2;251;5.70761239344001e-06;5.63381751559636e-06
0.0162011242236342;0.000382402865889037;1;-0.00534128871464607;0.0005715065324579;0;-2.04065283872024e-05;100;1;1.2;251;6.47537314860796e-06;6.31493150387528e-06
0.0115047732177336;0.000351863981204281;1;0.020916195372782;0.000769719721304058;0;8.3845149663386e-05;100;1;1.2;251;6.64993658877727e-06;5.86678149088136e-06
-0.00332088989067313;0.000329364559378306;1;0.00939119529968433;0.000751942047476514;0;3.74195891108887e-05;100;1;1.2;251;7.99117608941736e-06;7.26049769152359e-06
0.00290382161456512;0.000439358743674222;1;0.0187628870092367;0.000712420918525609;0;7.48049849897498e-05;100;1;1.2;251;4.45085752462826e-06;4.40465976984406e-06
0.00481614668210475;0.000407919627137276;1;0.00215267606394995;0.000626115888034971;0;1.10175131143837e-05;100;1;1.2;251;6.66883908550627e-06;6.6679656811375e-06
-0.0394070429459855;0.000376714569010346;1;0.00216312485473417;0.000778015190999247;0;9.33843999196908e-06;100;1;1.2;251;7.35004845246692e-06;6.94738197149421e-06
0.00647066337366917;0.000439962127752819;1;0.0348349552447312;0.00077366244503979;0;0.000139174443806587;100;1;1.2;251;7.79337865942933e-06;7.776081351768e-06
-0.0236688985471257;0.000356075898754105;1;-0.0171350649337372;0.000857845447877464;0;-6.82082481875069e-05;100;1;1.2;251;6.93734017535772e-06;7.02633969902813e-06
0.0292149676750323;0.000462274475958467;1;-0.0090640763601146;0.000860547736987847;0;-3.43952035252449e-05;100;1;1.2;251;4.93686034179692e-06;4.97947770273345e-06
0.00117809490304197;0.000348097794021603;1;0.0176907736140391;0.000875081940100567;0;7.25541375545065e-05;100;1;1.2;251;5.9585705324366e-06;5.94740837720422e-06
-0.0175044639629312;0.000382400737961417;1;-0.0357340582424651;0.000721420184981754;0;-0.000139915692315847;100;1;1.2;251;4.89620021401762e-06;4.68911943798319e-06
0.0225352454606722;0.000409214784419241;1;-0.00883698606367661;0.000629434039094295;0;-2.67094454438889e-05;100;1;1.2;251;9.98567270036695e-06;7.77715408878524e-06
0.0143619383029086;0.000389259495092193;1;-0.0161781715819864;0.00109395606855837;0;-5.93015288430062e-05;100;1;1.2;251;7.87695653925421e-06;7.59233992932331e-06
0.0205261408465998;0.000425151521751781;1;0.00268916164186679;0.000599452412189148;0;1.0892712382416e-05;100;1;1.2;251;7.07477310628354e-06;7.18776937501807e-06
-0.026620000005192;0.000348416009176336;1;-0.0125025142864647;0.000798795176745587;0;-4.90420121970626e-05;100;1;1.2;251;4.04200088245052e-06;4.00327483822248e-06
-0.00209461646759119;0.000441609701380452;1;0.0136836990561504;0.000800617233025531;0;5.45571731906844e-05;100;1;1.2;251;5.07822256301367e-06;5.05059541156742e-06
-0.0262649952844868;0.000500181073775427;1;-0.0068296395874558;0.000922860003389695;0;-2.6856909475345e-05;100;1;1.2;251;8.86672772188084e-06;8.9355596087506e-06
-0.0482486113385594;0.00036861581912603;1;0.0153172460043227;0.000734233199065787;0;6.13897371144234e-05;100;1;1.2;251;7.61680609388229e-06;7.59179089408093e-06
0.0353672679977703;0.000369114718044478;1;-0.000232386656044385;0.000559951395630903;0;-8.12289757583933e-07;100;1;1.2;251;5.92903538343138e-06;5.9125511723487e-06
0.0244743463768754;0.000473196509076766;1;-0.0326774582060751;0.000803258746639698;0;-0.000130094650316708;100;1;1.2;251;3.54757608286948e-06;3.54742035791414e-06
0.00610159917135478;0.000471135589981022;1;0.000463608575045088;0.000870662160561254;0;1.91846131466916e-06;100;1;1.2;251;1.01941105636952e-05;9.442352108741e-06
-0.00930055448751719;0.000346085261214024;1;0.0170334916841329;0.00101089260607915;0;6.82261931405333e-05;100;1;1.2;251;4.98388350944624e-06;5.030755833396e-06
0.00865455960913939;0.000469524835435991;1;-0.0153614124133513;0.000785427670226446;0;-6.01968778640926e-05;100;1;1.2;251;7.88974101774703e-06;7.83112377906825e-06
-0.0130451738993669;0.000511734586421663;1;-0.0200940004865528;0.00085026435779635;0;-8.00138606223472e-05;100;1;1.2;251;6.13380556477766e-06;6.05842437518199e-06
-0.0327014553368639;0.000494235169690495;1;-0.02401903897871;0.00099628108901644;0;-9.50869305509614e-05;100;1;1.2;251;6.27765510202035e-06;5.94474442634965e-06
-0.0283294214069244;0.000345822191962616;1;0.0182095723898608;0.00103207449532303;0;7.26304626938937e-05;100;1;1.2;251;7.46978692478107e-06;7.368967625831e-06
