hatrho_J;hateta3_J;hateta3_full;var_source_Gamma1;var_source_Gamma2;var_source_Gamma3;n;rho;alpha;jn;var_source_Gamma1_2;var_source_Gamma1_full
1;0.584471982601892;0.518054433732622;0.0864515606481297;0.00727392546772772;0.00158791158663406;200;1;1.2;577;0.0194420992928354;0.012931303116239
1;0.402254531779636;0.38096337147698;0.0298329928211035;0.00258358158615187;0.00110532631943867;200;1;1.2;577;0.00657266566583737;0.00700711512173417
1;0.398308577613067;0.468129844928987;0.0522742549668046;0.01272596569185;0.00102433914208427;200;1;1.2;577;0.0145948417669352;0.0140636829900758
1;0.788082452462159;0.496634647765258;0.108573391247654;0.00838785559967377;0.00206929416873874;200;1;1.2;577;0.0248530372321291;0.0134328298574747
1;0.363594522779438;0.468515571319524;0.0370458816741553;0.00851044151001643;0.000939870666032644;200;1;1.2;577;0.00764682731622875;0.00789038362499147
1;0.85096792892977;0.591291953769835;0.0841419707636698;0.00983847280878583;0.00245481146370015;200;1;1.2;577;0.0228299189504872;0.0102014052255223
1;0.892768967219904;0.688218935605118;0.3116386746878;0.0374674420484279;0.00251740688393902;200;1;1.2;577;0.0441135465762148;0.0169016489161739
1;0.369091343870772;0.565549061176721;0.0483656380187285;0.021724050519834;0.00120591873847814;200;1;1.2;577;0.0146460016809954;0.0148133000791663
1;0.730070772280741;0.555174686476246;0.146672847524629;0.0105265951979969;0.00190850420810758;200;1;1.2;577;0.0358763887739013;0.0161264895262304
1;0.430880039964438;0.55513685558819;0.0616443497239859;0.0633500643280267;0.00117209382530794;200;1;1.2;577;0.0122628256476606;0.016568082399671
1;0.460132156977857;0.444062245607014;0.0825778820509589;0.0076317184989616;0.00109282036270966;200;1;1.2;577;0.0166150455030061;0.0125583668700776
1;0.258800914091221;0.364093265304922;0.0329825494670945;0.00850602131781904;0.000705638350078981;200;1;1.2;577;0.00959456209090142;0.00586804305993508
1;0.491175732717857;0.496603733827632;0.0467378348852495;0.00714056478205715;0.0013511594225427;200;1;1.2;577;0.0149245496808192;0.0121291002404899
1;0.372690310453905;0.455345789689299;0.0304387214652869;0.0052197823971804;0.00090682492842117;200;1;1.2;577;0.0072875237004346;0.0122108704722458
1;0.307438540448859;0.35044362515141;0.0311903043673709;0.00911284036823735;0.00075167597545192;200;1;1.2;577;0.00839509214571752;0.00628259612909339
1;0.726646841689144;0.901670532207797;0.0624251165718078;0.022665411469022;0.00250902466945535;200;1;1.2;577;0.0165814959202322;0.0323051986459237
1;0.441950007605973;0.407667682152723;0.0514492797589238;0.00568141699733228;0.00102173570045825;200;1;1.2;577;0.0135701383653181;0.00977578705519251
1;0.267294925600827;0.622924263747368;0.0541494468435718;0.0327831367976829;0.000958111410441065;200;1;1.2;577;0.0118732032579089;0.0169688824927419
1;0.69057237026447;0.521649375071324;0.165562347716601;0.0280950009516255;0.00158204024099727;200;1;1.2;577;0.038999344809361;0.0194888278051396
1;0.472163012172519;0.438981131308836;0.0570405797528752;0.0315689148381891;0.001173073031848;200;1;1.2;577;0.016712172290909;0.0102258497045476
1;0.50295449954102;0.520201515353806;0.0672580323700238;0.0279706931191107;0.00118463602509697;200;1;1.2;577;0.0166610201211044;0.0132961759467808
1;0.640882074019961;0.674876031178157;0.100635906746219;0.0135700572450288;0.00215964508336707;200;1;1.2;577;0.025247416334247;0.0204985080265425
1;0.494212315364583;0.522037112607905;0.0380053166564575;0.027767979223859;0.0013388945263893;200;1;1.2;577;0.0110889601141633;0.0124883893177118
1;0.338822918326527;0.399759881327259;0.0455502273959601;0.00749938422656335;0.000925402714543558;200;1;1.2;577;0.0155080434371148;0.00957988826361304
1;0.505712048645315;0.531358779143406;0.060099672554806;0.0222691240656392;0.00125184551190837;200;1;1.2;577;0.0164932229082778;0.0124112197446088
0.999999999999996;0.43188396462918;0.428142962236344;0.0301073454658551;0.00576992138887024;0.000465057106222943;400;1;1.2;1325;0.00606705470241566;0.00513260169614073
0.999999999999996;0.484451405295809;0.582354967310781;0.0324982928829627;0.0243147770672353;0.000586629631114232;400;1;1.2;1325;0.0095668950284981;0.00851064412562471
0.999999999999996;0.624112702443846;0.510355445491655;0.0438639826619371;0.0262982497528763;0.00067777517478586;400;1;1.2;1325;0.00907843849136812;0.00682612241373794
0.999999999999996;0.466214336210498;0.432748563735874;0.0415454722092596;0.0113477271904795;0.000467960549313546;400;1;1.2;1325;0.0130060185530102;0.00670444316949821
0.999999999999996;0.508363546443521;0.459093047610934;0.0351737022674959;0.00511242873566011;0.000548922002054691;400;1;1.2;1325;0.00872752886317803;0.00675344622747672
0.999999999999996;0.430622570228387;0.542780229103864;0.02680424414813;0.0248559056910364;0.000507544001755222;400;1;1.2;1325;0.00697565514277359;0.00847941127288069
0.999999999999996;0.510382226972489;0.512167528324065;0.0330815620427134;0.00306864218320943;0.000569928403186099;400;1;1.2;1325;0.00798284357132045;0.00852235092488225
0.999999999999996;0.411850656072316;0.494879165834171;0.0275491450090387;0.00818635865908667;0.000451216015127706;400;1;1.2;1325;0.00544650834264547;0.00690838890676293
0.999999999999996;0.460951848729684;0.497868300592054;0.0261682046669313;0.00265597087423878;0.000547142096282501;400;1;1.2;1325;0.00626776922749404;0.00584163476192066
0.999999999999996;0.53940429374346;0.429687911573613;0.0486703408201046;0.00576215959290563;0.000541167101433617;400;1;1.2;1325;0.00904161679608982;0.00567142526505696
0.999999999999996;0.425694679820158;0.561755601928992;0.0264081797607322;0.0133065845503898;0.000547257971938562;400;1;1.2;1325;0.00702321762023317;0.00837245402069922
0.999999999999996;0.585284177677099;0.533250742615157;0.0347958169288454;0.0149815676054475;0.000639633881414254;400;1;1.2;1325;0.00988793179176779;0.00682451377842945
0.999999999999996;0.519719594159026;0.564409837380459;0.0316235988245604;0.000843989551318302;0.000596990714709399;400;1;1.2;1325;0.00803383147972681;0.00766044257829762
0.999999999999996;0.588410949734712;0.430351331068148;0.0273063725154443;0.00947422037728194;0.000671491103268924;400;1;1.2;1325;0.00639243855017886;0.00439603588381237
0.999999999999996;0.523160592698051;0.521333634571541;0.0360276525878261;0.0209120234278231;0.000654000533918051;400;1;1.2;1325;0.00849946394906062;0.00595942739947315
0.999999999999996;0.413967367174712;0.40363045348007;0.0252104558927669;0.015135732317871;0.000432494311598894;400;1;1.2;1325;0.00654535797008228;0.00581197424737232
0.999999999999996;0.495629138095062;0.449445104469732;0.0396471797642073;0.00998177629044119;0.000527322906601668;400;1;1.2;1325;0.00649957434801257;0.00464639226037952
0.999999999999996;0.474367232278903;0.510971970758449;0.0300602565481694;0.0069302769538841;0.000547030709393901;400;1;1.2;1325;0.00631219183210995;0.00587239182442371
0.999999999999996;0.363484624812711;0.382551270590969;0.0219863412515075;0.00838086707501586;0.000415332400284802;400;1;1.2;1325;0.00431619204304177;0.00393931943677158
0.999999999999996;0.506973574675542;0.458184427352026;0.0275350238126526;0.00821288728618267;0.00058786100764937;400;1;1.2;1325;0.0071903663937115;0.00486314020855352
0.999999999999996;0.534610915401785;0.495878995255897;0.0284644007945857;0.00636585342815914;0.000613299970565925;400;1;1.2;1325;0.00693988732907495;0.00553695170669434
0.999999999999996;0.26879571373274;0.31424030785308;0.0182590672151532;0.000669091158616162;0.00027279685102043;400;1;1.2;1325;0.00337596231727535;0.00376373955334542
0.999999999999996;0.491974675547963;0.426113399495185;0.0213959480150243;0.00866034965556606;0.000504326836935967;400;1;1.2;1325;0.00539018197933682;0.00530418879548407
0.999999999999996;0.315803778013354;0.369299632248546;0.0185939638419597;0.00118935762466507;0.00033460068380985;400;1;1.2;1325;0.00387763821754317;0.00438059382400641
0.999999999999996;0.447953054223571;0.387687222914307;0.0277370393984511;0.00078052460479987;0.000457098631771318;400;1;1.2;1325;0.00789134674912024;0.00563505655268955
0.999999999999996;0.416167970581914;0.489608439504447;0.0241776564205402;0.00691557399684644;0.000476351282448896;400;1;1.2;1325;0.00516571221803433;0.00522751058128711
0.999999999999996;0.562075653413129;0.4663498141639;0.0331020856665799;0.00155328926625938;0.00064555762551344;400;1;1.2;1325;0.00794738044013577;0.00561383992783068
0.999999999999996;0.514613910853816;0.568192785997118;0.0324852245812899;0.00537128978982688;0.000629009618252276;400;1;1.2;1325;0.00757921606266047;0.00760258866722461
0.999999999999996;0.323917048888417;0.462485471905628;0.017064339612345;0.00509599096605684;0.000399078995927969;400;1;1.2;1325;0.00414659488733511;0.00485003200538706
0.999999999999996;0.315155707497077;0.4588160363576;0.0291316528848221;0.0049146670415774;0.000381027365380685;400;1;1.2;1325;0.00723714230755709;0.00582977177429417
0.999999999999996;0.393427868693496;0.409184761163884;0.0267785875865253;0.00779017577199368;0.000439953928450451;400;1;1.2;1325;0.00426168794342868;0.00408263117291158
0.999999999999996;0.343144510260264;0.326478248947451;0.0214133225246276;0.000156791579740565;0.000337253636440754;400;1;1.2;1325;0.00515331855749415;0.0040024531127643
0.999999999999996;0.342550738669663;0.455977962446695;0.0285685400552988;0.000145005488571403;0.000391885830070517;400;1;1.2;1325;0.00791545998773644;0.00633387123669224
0.999999999999996;0.41118513769017;0.458746003011548;0.0244195899574887;0.00238047721599636;0.000464446411293319;400;1;1.2;1325;0.00531381082570881;0.00490305788721808
0.999999999999996;0.5680369186489;0.514323659953087;0.0338498481063153;0.015019593610103;0.000650895162149187;400;1;1.2;1325;0.00751626905081226;0.00639764031212673
0.999999999999996;0.2400398186368;0.467395268484387;0.0261955931956322;0.043932324433977;0.000286887923742575;400;1;1.2;1325;0.00816956493569366;0.00835514094765098
0.999999999999996;0.650756470931383;0.492455488967474;0.054311506712546;0.0193058652075586;0.000684576238965191;400;1;1.2;1325;0.00939355792586872;0.00638061296770808
0.999999999999996;0.562906543840658;0.600888929546297;0.0313473185588196;0.00484904571600606;0.000667273528151265;400;1;1.2;1325;0.00707562077141728;0.00846488379577291
0.999999999999996;0.452069917473207;0.457196722136125;0.0310779234971093;0.00460732693812374;0.000499057575686011;400;1;1.2;1325;0.00648759980910804;0.00583126473405818
0.999999999999996;0.302977224586768;0.486030549321887;0.0186375499359848;0.0147565306208411;0.000359567590812205;400;1;1.2;1325;0.00525810283375813;0.00782576424131739
0.999999999999996;0.4700520320061;0.445977914642998;0.0222980988171333;0.0132455142310606;0.000590365090953524;400;1;1.2;1325;0.00457013699605368;0.0042968988180583
0.999999999999996;0.49762137472447;0.466731076018263;0.0390720066341804;0.00285996718707416;0.000610336402950392;400;1;1.2;1325;0.00971539702049411;0.0055907008347328
0.999999999999996;0.495083946009712;0.521284969873436;0.0334927194561666;0.00549460101716946;0.000578163677411072;400;1;1.2;1325;0.00800219268178931;0.00749229957917767
0.999999999999996;0.352756805236999;0.556984955507804;0.0268332775903149;0.00247524545710318;0.000436844693249683;400;1;1.2;1325;0.00716783112428541;0.00828584120880612
0.999999999999996;0.656300106230668;0.560237076573326;0.0469429298670059;0.000946422660121103;0.000760912714597026;400;1;1.2;1325;0.010553503436231;0.00737787923875768
0.999999999999996;0.610391535968086;0.436461408475315;0.0464105182811744;0.000294491323744024;0.000606648742951149;400;1;1.2;1325;0.0134580910522607;0.00703535440931151
0.999999999999996;0.511756034187417;0.52135599321608;0.0357376674527275;0.00934673886777732;0.000514540982678538;400;1;1.2;1325;0.0071015523643204;0.00846473296200857
0.999999999999996;0.338863805562414;0.392006273514868;0.0186098601170195;0.0012873464012783;0.000388296583393129;400;1;1.2;1325;0.00440555456555584;0.00393768279557039
0.999999999999996;0.757834416677269;0.773722886052748;0.0444578967887771;0.0235729770443918;0.000996413542242435;400;1;1.2;1325;0.0119247053289421;0.0105405552234058
0.999999999999996;0.429372786991665;0.546349750395598;0.0345568581481085;0.00754492197021714;0.00051308717934882;400;1;1.2;1325;0.00732953090563188;0.00796005152433823
0.999999999999996;0.471714045133174;0.474539523540423;0.0428405222584622;0.0138857817404445;0.000560425410581941;400;1;1.2;1325;0.00954461365995943;0.00492423022960843
0.999999999999996;0.521821820157524;0.564953037504523;0.0320340927948657;0.0186742959893972;0.000594504092566857;400;1;1.2;1325;0.00815867519699699;0.00838095244402283
0.999999999999996;0.499906017210016;0.52317651297101;0.0324638180412475;0.00358862229142872;0.00057532439205741;400;1;1.2;1325;0.00863649514080481;0.00724182390280467
0.999999999999996;0.54414217352591;0.524584025362597;0.038887295422267;0.0136683879493326;0.000585007746527999;400;1;1.2;1325;0.0114485370858102;0.00845746014015863
0.999999999999996;0.581319313979669;0.477360573439621;0.0363111584172557;0.00223382908657327;0.000663294191309811;400;1;1.2;1325;0.00836193449158736;0.00639566678227371
0.999999999999996;0.447768150741494;0.438107883333589;0.0224975911788902;0.00478866735559983;0.000513414524894939;400;1;1.2;1325;0.00481312245102649;0.00503489761280863
0.999999999999996;0.365288420616794;0.398254060518741;0.0200739384406801;0.00463658003616942;0.0003965741783515;400;1;1.2;1325;0.005193349770154;0.00524409055083852
0.999999999999996;0.501656289755619;0.548426904967454;0.0272178987112081;0.00979839659594452;0.000677155761659495;400;1;1.2;1325;0.0065745646574964;0.00672524842210547
0.999999999999996;0.542798572499946;0.62046455359258;0.0399669015771568;0.0377871750639254;0.000725740791488584;400;1;1.2;1325;0.00847541520605013;0.00807545673689881
0.999999999999996;0.497803551535034;0.388128643048377;0.0281121299950585;0.00174640871816184;0.000506402230132752;400;1;1.2;1325;0.00602453637480827;0.00463791340884645
0.999999999999996;0.499465759430677;0.468000175197521;0.0290245428722328;0.0119207416510915;0.000538182943870491;400;1;1.2;1325;0.00674963436471305;0.00627680888292225
0.999999999999996;0.48202457491495;0.634889490759476;0.029256457711572;0.0235193707611393;0.000588070403272495;400;1;1.2;1325;0.00831734020962883;0.00842386108317936
0.999999999999996;0.662136267431928;0.629121011587631;0.0425930993847707;0.0383145107400138;0.000803241798667439;400;1;1.2;1325;0.0116481504537195;0.00799929377388584
0.999999999999996;0.456753587104013;0.526729922143203;0.0302599196291873;0.0427113340770888;0.000538898230024939;400;1;1.2;1325;0.00794472835207385;0.00720111058994637
0.999999999999996;0.431614834218097;0.51887616245826;0.0343830724426506;0.012299302335784;0.000557728241374125;400;1;1.2;1325;0.00883268414140114;0.00688701428170888
0.999999999999996;0.229813221247572;0.403140669469783;0.0133133027488059;0.0116382137135403;0.000299318572701626;400;1;1.2;1325;0.00354072539085963;0.00509010739700472
0.999999999999996;0.341240383066712;0.450740226431708;0.0178351051094818;0.00563896708754992;0.000401181192241013;400;1;1.2;1325;0.00468164279629782;0.00534576534145403
0.999999999999996;0.410556156156213;0.380838041270027;0.0292627864729815;0.00882766714705989;0.000432334626361389;400;1;1.2;1325;0.00709099232166329;0.00455942171709837
0.999999999999996;0.355550725279978;0.40493007537428;0.0238792108233816;0.0104106186785275;0.000388933561534878;400;1;1.2;1325;0.00521396897401541;0.00534966178404324
0.999999999999996;0.493184422791288;0.433042287018496;0.021692319207801;0.00147569340268747;0.000527003959625222;400;1;1.2;1325;0.00631691881874523;0.00529497167806569
0.999999999999996;0.652021356749406;0.575260686440227;0.0387548384764024;0.00800411810689373;0.000742301502988074;400;1;1.2;1325;0.0109946720348472;0.00904974685189136
0.999999999999996;0.315081755269093;0.467514354217065;0.0235443385727884;0.0344754046455248;0.000425365360773183;400;1;1.2;1325;0.00550487488351726;0.00653020814412615
0.999999999999996;0.535341551143536;0.474422712418163;0.0263100860830781;0.00686976942408383;0.000633918379953888;400;1;1.2;1325;0.00618577930922175;0.00483022459902134
0.999999999999996;0.418620896260479;0.439740338670924;0.0269589984432666;0.0186743921434021;0.000453639441453708;400;1;1.2;1325;0.00656477551531338;0.00655874418957134
0.999999999999996;0.322879104760996;0.474061850291873;0.0173593929101741;0.00895347163592808;0.000429510200775289;400;1;1.2;1325;0.00486365551012769;0.00573798405395559
0.999999999999996;0.590549853539141;0.482544582677454;0.0447424820067184;0.00838067331908821;0.000611876900802132;400;1;1.2;1325;0.0126876328100734;0.00596961463841656
0.999999999999996;0.549645763321049;0.510559665091143;0.0264582095369393;0.000934666124731205;0.000600982524047886;400;1;1.2;1325;0.00701735032617456;0.00611847973696328
0.999999999999996;0.358507967999841;0.457299750413469;0.0211361627892058;0.0192722996749122;0.000424059363569449;400;1;1.2;1325;0.00572942434383212;0.00673300913119181
0.999999999999996;0.609545357104863;0.5191090315378;0.0486187580532383;0.0122687907579364;0.000677002883607643;400;1;1.2;1325;0.0121279904315575;0.00804779369239541
0.999999999999996;0.354211338110532;0.482196835097412;0.0207926200935578;0.030152719047205;0.000387725862947832;400;1;1.2;1325;0.00598856075455616;0.007641266603064
0.999999999999996;0.457832880598241;0.505969615666548;0.0324323433660275;0.00353961075361265;0.000509758480258508;400;1;1.2;1325;0.00700772916425167;0.0061650025912517
