hatrho_J;hateta3_J;hateta3_full;var_source_Gamma1;var_source_Gamma2;var_source_Gamma3;jn;var_source_Gamma1_2;var_source_Gamma1_full;hatrho_J2;hateta3_J2;hateta3_full2;var2_source_Gamma1;var2_source_Gamma2;var2_source_Gamma3;jn2;var2_source_Gamma1_2;var2_source_Gamma1_full;n1;n2;rho1;rho2;alpha;r
0.192441492726122;0.0350938492976685;0.00138821217781195;0.0118081733624345;0.0290442983081187;0.000758070658727189;3162;0.00338864809370628;0.000335914543405402;0.306501788769637;0.0455949657052107;0.0041088533483906;0.00189512050187672;0.00117727991002228;0.000130271039994541;6429;0.00069781203079294;0.000108351880413232;100;150;0.2;0.3;1.75;3
0.200453299599409;0.0550132274089123;0.00116819245870176;0.00775873765178687;0.00578219346419566;0.000839283746781822;3162;0.00230254504403901;0.00031746091515134;0.293358220563073;0.0793546028752887;0.00386922400967878;0.00235937366470274;0.00543024409327028;0.000196515016135009;6429;0.000795415048829842;7.01799791289746e-05;100;150;0.2;0.3;1.75;3
0.205829643685431;0.0301020209079181;0.00178739775918802;0.0109063259258781;0.00512083239446158;0.000691704547476881;3162;0.00350042744827815;0.000410079472876379;0.301705812205112;0.0423167283127954;0.00359799734826365;0.00218894638202661;0.00152018798121859;0.000131677960494089;6429;0.000662672831273389;8.61496166558518e-05;100;150;0.2;0.3;1.75;3
0.1938119333755;0.00600449728050859;0.00127926900461407;0.00840521649976486;0.000518206422330186;0.000399572857463391;3162;0.00335979457436977;0.000256874995392138;0.303235339866231;0.0153439756682151;0.00357979033992077;0.00228298907231754;0.00761045868516205;8.02549910424572e-05;6429;0.000738285512848091;0.000109434597368345;100;150;0.2;0.3;1.75;3
0.196710942441492;0.0499905190309744;0.00269063331375348;0.00817896349425433;0.00884694654877543;0.000623409544836706;3162;0.00267548524938097;0.000445305371794182;0.302457613936848;0.0159688065378349;0.00308000656048856;0.00240830754905972;0.00628706555440891;0.000117613947275123;6429;0.000674647572024678;7.02926285807698e-05;100;150;0.2;0.3;1.75;3
0.206040480708412;0.168397006319811;0.00174085924695556;0.00994336664947192;0.0383458553203742;0.00149658167720062;3162;0.00278498219846043;0.000358333098659169;0.299476331207549;0.0231106789282001;0.00279285538329948;0.00142211148264165;0.00232870072510559;0.000115728554556875;6429;0.000568861406753825;7.63474811382703e-05;100;150;0.2;0.3;1.75;3
0.197923255323634;0.0176553990939081;0.000296743709270746;0.00558320431417756;0.0151495450566148;0.000475768207606933;3162;0.00254166413030313;0.000235568433264566;0.303002022087416;0.0297978932988845;0.00382970930495056;0.00242082863418766;0.00445289454061488;0.000123145621524958;6429;0.000684112820742204;0.000113322003777996;100;150;0.2;0.3;1.75;3
0.200084334809192;0.0900057090081787;0.00117845732595447;0.00758135004995883;0.0346664617835538;0.00099802612742743;3162;0.00244341813445254;0.000248810201361756;0.303002022087416;0.0607077366592043;0.00267219741427789;0.00210972533429357;0.00186023081451949;0.00017876241952813;6429;0.000647316214744071;7.15562030316203e-05;100;150;0.2;0.3;1.75;3
0.21336706725701;-0.0572854323533012;0.00100491290499294;0.00930868312840461;0.0186278577997855;-0.000112882248212436;3162;0.00299948143824432;0.000258438544287048;0.296857987245294;0.0375462842137134;0.00287837045584475;0.00162929893790632;0.00417712844810036;0.000129260486093007;6429;0.000620323423373019;8.14603855547429e-05;100;150;0.2;0.3;1.75;3
0.194444444444444;0.0440559915882317;0.00166132698572902;0.0140489362405093;0.0550234098783228;0.00101619877376468;3162;0.00355265746325535;0.000377485726710234;0.301757660600404;0.0633260420654674;0.00474782839204854;0.00203846769670402;0.00152413823234884;0.000159257461531728;6429;0.000662904986280343;0.00013114981326636;100;150;0.2;0.3;1.75;3
0.189278937381404;0.12268296319831;0.00195067698300997;0.0129365921043761;0.0621416918283024;0.00128481366964538;3162;0.00420559199309926;0.00068488143955049;0.301005858868668;0.0350081931453607;0.00381954342899812;0.00186971183489642;0.000156809589345425;0.000121007857251408;6429;0.000584198070257125;0.000123625350690638;100;150;0.2;0.3;1.75;3
0.201823740248787;0.0503165795227164;0.0019256109419989;0.00616382130806222;0.00979674418253699;0.0006161164134246;3162;0.00245428183432538;0.000310732447840219;0.298361590708767;0.0815134127513749;0.00359035848140605;0.00200518345937355;0.00951595518882248;0.000202309616498852;6429;0.000649843521765195;0.000100282154580693;100;150;0.2;0.3;1.75;3
0.203826691967109;0.034931671300121;0.00153545017613842;0.008972110569998;0.0286499241505085;0.000594441059092937;3162;0.00282221725656243;0.000349874647327278;0.304738943329703;0.0654971967761824;0.0029156352767751;0.00156785943293553;0.000482339656303771;0.000172725796682045;6429;0.000674391092620686;6.87860929768876e-05;100;150;0.2;0.3;1.75;3
0.203615854944128;-0.00336409212905002;0.000755408583420434;0.0136757625447058;0.00490240629912085;0.000226250682865866;3162;0.00419461882081836;0.000192495537280392;0.299761497381656;0.0729266450415654;0.00458167788888155;0.00179081702289974;0.0021047047658066;0.000218382159987735;6429;0.000743599311592701;8.79197013203242e-05;100;150;0.2;0.3;1.75;3
0.204142947501581;0.0302553229852165;0.00108866561759664;0.0093200654779749;0.0409295225919052;0.000564144333191756;3162;0.00265887891023005;0.000227823746065542;0.291050966972572;-0.0153411383464102;0.0028802191341108;0.00206833132848831;0.000688586501545755;7.18442072146563e-05;6429;0.000753767468243085;7.79924929707896e-05;100;150;0.2;0.3;1.75;3
0.196552814674256;0.0398962241410122;0.00208166474065656;0.012399878381739;0.00362510788441599;0.000831600897207379;3162;0.0035800187437038;0.000583003159454564;0.296832063047648;0.0534702053901721;0.00400209393814061;0.00219757556939071;0.00729849805887165;0.000156737171590792;6429;0.000718251645549588;0.00012158163019162;100;150;0.2;0.3;1.75;3
