"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
4.15638078859576,0.670149677385006,2.87736909448957,-0.14051773088094,4.6045448421028,1.36146796783819,NA,NA,NA,NA
0.39873020089269,-4.79366263346133,1.29602257907667,-1.56684425400992,1.86454011609074,-2.32917180087653,NA,NA,NA,NA
3.94733949890455,1.44237995477678,2.87642904721214,0.905376666235013,1.93158199375824,0.110247299335174,NA,NA,NA,NA
0.733955745648036,-2.38590978033,3.08073625906062,-0.11357713248871,2.70069941007261,0.27814876213713,NA,NA,NA,NA
1.83285900121957,-0.0714897040926711,2.91700615999503,0.0615868859600897,2.73925450988428,-0.601740514076,NA,NA,NA,NA
8.12902005221331,1.21712779577786,2.10083734612993,-0.992853675252854,3.51864490419395,0.758790606944901,NA,NA,NA,NA
1.78891340060483,0.0359308059064176,1.86680215002999,0.566941033625724,3.88842570102489,0.924739285494493,NA,NA,NA,NA
0.829041205064667,-1.61632166128595,0.819369672938109,-2.61020117540492,1.43745136201594,-2.58349393470546,NA,NA,NA,NA
4.32016416845955,1.01626277959057,1.65538952017145,-0.536800031745481,3.53065715644395,0.923329505782183,NA,NA,NA,NA
1.14829843750576,-0.94201875093878,2.71263873271226,0.634295029089444,1.86145900062726,-0.451689460365436,NA,NA,NA,NA
3.52947106626788,0.132013785184854,2.52691118213637,0.736055767786399,1.73016573892769,-1.78827492988824,NA,NA,NA,NA
0.406238275790595,-3.36540853272271,3.08498195043166,0.997835869506687,1.17426292507487,-2.1918520745442,NA,NA,NA,NA
0.627126616250615,-2.99167935019148,1.87495088269765,0.255278460815561,1.42993073429858,-0.814621604025464,NA,NA,NA,NA
1.4182366259323,-0.208162721762651,1.22241970448805,-1.29139345985778,3.37915000523056,1.22897132801407,NA,NA,NA,NA
2.403647515234,-0.425841929931841,1.32493113260649,-0.50462462917641,1.18766594835244,-1.86364442701534,NA,NA,NA,NA
4.1533618995707,1.23702288348532,1.94144327421502,-0.964896898478881,1.50188500191809,-0.997306666105911,NA,NA,NA,NA
3.32951941795859,-0.0266393071720412,0.668078883929184,-2.8636484489737,2.96089699205132,0.36562042846307,NA,NA,NA,NA
2.57401036274032,-0.12749375723636,2.10355505794763,-0.389445496005419,3.98012092863778,1.03238883492074,NA,NA,NA,NA
1.12185315765718,-0.631061268186436,2.24650221378084,-0.608971904880483,2.05693294404366,-1.45232839547412,NA,NA,NA,NA
0.32317975500742,-4.39720466091704,6.48837414830659,1.15501003341619,3.21588670503272,0.814418094526167,NA,NA,NA,NA
2.89796695264581,0.306197474704126,1.53572621448377,-2.18538474102635,1.92772279298522,-0.705946198377299,NA,NA,NA,NA
1.9187653437102,-0.622093704429482,1.55823333565777,-0.298789885715236,4.38757583217115,0.75508855953582,NA,NA,NA,NA
1.00708754614352,-0.0182085310371468,1.94476343287975,-0.918533855215368,1.88066543273523,-1.5869163264121,NA,NA,NA,NA
1.94133623643453,-0.535720213751001,1.22796148794398,-1.20681015943793,2.34282802540164,-0.0952492459935161,NA,NA,NA,NA
3.26624801714708,0.0852167246367765,3.03946154471407,-0.380252832712186,1.04696830294099,-3.83181836238329,NA,NA,NA,NA
1.44773115453946,-0.685395782173591,2.35833485946992,0.0960288492215421,2.59093692396155,0.668074840728399,NA,NA,NA,NA
0.421894509495137,-3.14359601209987,2.69722104750194,0.111785294875728,2.54253916781566,-0.258360393981876,NA,NA,NA,NA
0.638184796448761,-3.18739309819691,1.71223614234496,-1.59016052454039,1.66493384860551,-1.37272494206496,NA,NA,NA,NA
12.7661335185969,1.36301888003185,3.72403528805676,-0.00716090078863712,5.28847103778726,2.78204545521147,NA,NA,NA,NA
0.693958085949416,-3.28622188953731,1.42492641197921,-1.22445718824814,2.58639049917763,0.595246729830646,NA,NA,NA,NA
3.09863310920005,0.585517364735365,2.02525597981146,0.00845187825242625,1.79566468045064,-1.28939077276117,NA,NA,NA,NA
0.277403379529605,-4.47167484166653,1.96800264731463,2.12037293217029,2.42828088701163,-0.578267590735295,NA,NA,NA,NA
0.911830002960052,-1.26516123917674,3.51149083297643,0.470642894945698,2.04967880351444,0.44020766966208,NA,NA,NA,NA
3.95049083438498,0.574947043418262,2.37166036761697,-0.00278858051461829,4.82057020685557,1.16119526991855,NA,NA,NA,NA
6.28820483857135,0.823491015291294,6.62349122807764,1.73994061652349,2.47189641232787,-0.817888743774838,NA,NA,NA,NA
0.184435828337696,-6.7101523707551,0.880631508411912,-2.32331461765587,2.25692978411823,-0.77150521777239,NA,NA,NA,NA
5.29355493233126,0.363163694177425,2.74591024759217,0.847296222318201,2.66779944895523,-0.561354715788848,NA,NA,NA,NA
