hatrho_J;hateta3_J;hateta3_full;var_source_Gamma1;var_source_Gamma2;var_source_Gamma3;jn;var_source_Gamma1_2;var_source_Gamma1_full;hatrho_J2;hateta3_J2;hateta3_full2;var2_source_Gamma1;var2_source_Gamma2;var2_source_Gamma3;jn2;var2_source_Gamma1_2;var2_source_Gamma1_full;n1;n2;rho1;rho2;alpha;r
0.195530901341355;0.00678878821379478;2.72978968939265e-05;0.00271273941960346;0.0101397795470789;1.72171960162887e-05;10636;0.000873257347213683;2.46645716840815e-05;0.298731734215609;-0.00444553679215843;8.46425391032446e-05;0.000733468221027416;0.00202070135417872;-3.15829291929044e-06;15717;0.000249801259873138;4.69069643314342e-06;200;250;0.2;0.3;1.75;3
0.196925535915757;0.0406552006918307;8.20057696963784e-05;0.00205174292517827;0.00197948197909287;9.93378760886133e-05;10636;0.000712108568762555;2.04164217971107e-05;0.298222731225217;-0.0142878890611824;2.10248973552054e-05;0.000731650893069697;0.000767981797567393;-1.02094096952834e-05;15717;0.000224828353260805;4.84406433438194e-06;200;250;0.2;0.3;1.75;3
0.199229033471229;-0.00468789305613604;-0.000205661492465616;0.00214372291189138;0.00790906547640719;-1.10966491283673e-05;10636;0.000846286957402541;1.71192378813319e-05;0.296716930711972;0.0195298614392519;-0.000161885721281237;0.000656403745335849;0.00082118297762676;1.41343324958861e-05;15717;0.0002467657433775;3.32056736435934e-06;200;250;0.2;0.3;1.75;3
0.199730475115957;0.022580794973684;-3.16672738413444e-05;0.00242201830378877;0.0056727094649014;5.35527851495864e-05;10636;0.000715276842576535;2.05448126102609e-05;0.296239740408479;-0.00186135845703903;-1.55000540547839e-05;0.000725465906540615;0.000164733185300561;-1.25899753307861e-06;15717;0.000235282914006429;3.42170765407567e-06;200;250;0.2;0.3;1.75;3
0.196941205967155;0.0401154196977988;-4.25835768421608e-05;0.00237399797509558;0.00301452365980111;9.96838509733441e-05;10636;0.000809706567322319;1.73090207589074e-05;0.301244936480673;0.0053658612114027;-0.000124588314836935;0.000690910820700711;0.00185889922053813;3.80766590604741e-06;15717;0.000234547344969511;3.93482507819083e-06;200;250;0.2;0.3;1.75;3
0.206108186034849;-0.00467359920111834;-9.81275483868082e-05;0.00201112710154832;0.000370861912732541;-1.02988396357022e-05;10636;0.000635854815975919;1.73747047276818e-05;0.297162308328566;0.0137425292387428;0.000150801792389505;0.000733145172357095;0.00203770763777782;9.92564397355282e-06;15717;0.000223032090432414;5.15361065134724e-06;200;250;0.2;0.3;1.75;3
0.202833145292715;0.0214404700161922;-1.38322280197109e-05;0.00265462800509834;0.00142701385359;4.91162824411889e-05;10636;0.000841075119872403;1.65653268215893e-05;0.299452821785332;0.0149483611543448;-0.000174721700071199;0.000831864483352947;0.00271575061373795;1.06126455458753e-05;15717;0.000264474951785548;3.42439277896711e-06;200;250;0.2;0.3;1.75;3
0.198038109564998;-0.00823330401107942;-2.11019086319947e-05;0.0021074236996385;0.00350189782301718;-1.96715661319509e-05;10636;0.00076534414126399;1.85885657058683e-05;0.302072066340061;0.0176192935109726;-6.00985479253803e-05;0.000607813779595726;0.00202657975285308;1.22934309401372e-05;15717;0.000207538616366202;4.14659112333234e-06;200;250;0.2;0.3;1.75;3
0.201140779741756;-0.0389123652339712;-0.000121473675245077;0.00242241156292133;0.00324160874301749;-9.01604536277554e-05;10636;0.000783010724834847;1.74176496787468e-05;0.299505842930165;0.00198212863789774;-0.000131414441514384;0.000584759680747893;0.000123622231591938;1.41769265824903e-06;15717;0.000218681590075124;3.39991807337478e-06;200;250;0.2;0.3;1.75;3
0.199808825372946;-0.00551048087472019;4.43132888934357e-05;0.00241550020660401;0.00214262462136541;-9.31874125170127e-06;10636;0.000839742815953967;1.97694230367412e-05;0.300884392695811;0.01337531141129;7.22536019490692e-05;0.000737605556345703;0.000481541313640286;9.41911359518761e-06;15717;0.000257359565201971;3.56316742001513e-06;200;250;0.2;0.3;1.75;3
0.202253353390998;-0.0126612990808155;6.56467027088735e-05;0.00277634958377779;0.00643100140821059;-2.90796258776248e-05;10636;0.000931780189903717;1.87509966990562e-05;0.302072066340061;-0.00367857576230709;-1.14611862274669e-05;0.000668157022093383;0.000464822623880382;-2.52676964594986e-06;15717;0.000239462179315469;4.03810265410199e-06;200;250;0.2;0.3;1.75;3
0.203240566629057;0.00718741629711696;-5.65272733315497e-05;0.00230951109495747;0.0151351281139634;1.79771639841742e-05;10636;0.000753291959638006;1.49780349453298e-05;0.304129286759564;-0.0221872637734779;5.19978094371598e-05;0.000802005808921339;0.000266045775091213;-1.5218340238046e-05;15717;0.000234497033405825;4.3245549391526e-06;200;250;0.2;0.3;1.75;3
0.196737495298984;0.00241176764997731;4.02093185531523e-05;0.00222278671709624;0.00590174245031298;5.88650220536195e-06;10636;0.000749231975304415;1.64683612365655e-05;0.305020041992751;-0.00916179812770633;6.71053048239448e-05;0.000583263037334113;0.000402020140020992;-6.24942214157023e-06;15717;0.000220755785766472;5.01475522877645e-06;200;250;0.2;0.3;1.75;3
0.200811708662403;-0.00160196516872113;6.07065469248427e-06;0.0020554883258916;0.000289308560004808;-2.24307757921961e-06;10636;0.000668895408248671;1.81669556960882e-05;0.298403003117647;-0.00466513769095381;2.80870447232268e-05;0.00075525971042478;0.00110708742606006;-3.25328651981398e-06;15717;0.0002442589088479;4.02771519128209e-06;200;250;0.2;0.3;1.75;3
0.19900965275166;0.0104438734920713;-2.7011803176476e-05;0.00272039213896252;0.00124686215014723;2.59922846285626e-05;10636;0.000768810713475526;1.61482703406258e-05;0.299442217556365;-0.0164617520136854;-0.000113113745470934;0.000779499129763922;0.000872160276918924;-1.16798210349912e-05;15717;0.000241720035963691;4.61605714065822e-06;200;250;0.2;0.3;1.75;3
0.203240566629057;-0.020640437055937;5.40370359951556e-05;0.00255802716506482;0.00521550851860436;-4.69728705099938e-05;10636;0.000821071976494788;1.97636473249694e-05;0.296515450361608;-0.00946675247523072;-5.97224452377475e-05;0.000731655114248955;0.00033562031126357;-6.84882357571286e-06;15717;0.000244164977806717;3.37189401630608e-06;200;250;0.2;0.3;1.75;3
0.196142033345868;-0.0237517774794688;0.000166394359660748;0.0026688791629424;0.00649173999140107;-5.22623983389462e-05;10636;0.000755589195147215;2.33032670443388e-05;0.300226930499887;-0.00624913895398559;2.9267073192463e-06;0.000693865521033644;0.00120793237392468;-4.38836774304615e-06;15717;0.000245031695640656;4.51261010507595e-06;200;250;0.2;0.3;1.75;3
0.197301617149303;0.0134006786195137;-0.000133908531606912;0.00205707144294058;0.00653346722503638;3.24360047065866e-05;10636;0.000781341121167047;1.61681072621993e-05;0.30122372802274;-0.0112757254636549;-0.000154131350053366;0.000736242188990378;0.00228119534569509;-7.8945440493082e-06;15717;0.000221765003964812;3.06647573175033e-06;200;250;0.2;0.3;1.75;3
0.201234800050143;-0.0220798714986638;-5.08677169167079e-05;0.00225403354320909;0.000617559258533098;-5.12606086348511e-05;10636;0.000791911607619438;1.65349922308627e-05;0.303153697694645;-0.00116960237224633;7.77802612531354e-05;0.000812477519318378;0.00018919140795411;-8.00655407351657e-07;15717;0.000238909711795373;4.17488263334642e-06;200;250;0.2;0.3;1.75;3
0.201751911746269;0.0178973981860227;3.46564095483169e-05;0.00203634568526807;0.00700754498646609;4.1463993028844e-05;10636;0.000753843025353926;1.83365023031274e-05;0.303355178045009;0.0168261868403008;8.39357107590401e-05;0.000781624122320793;0.000556636832524079;1.16335865128113e-05;15717;0.000239195438938232;4.53820136556853e-06;200;250;0.2;0.3;1.75;3
