hateta3_wq_J;var_wq_J;hatrho_J;hateta3_J;var_source_Gamma1;var_source_Gamma2;var_source_Gamma3;n;rho;alpha;jn;var_source_Gamma1_2;var_source_Gamma1_3
0.00713215376447254;8.02792847577197e-05;0.50398406374502;-0.0289304089712313;0.00304405803421549;0;-4.88227167931601e-05;100;0.5;1.2;251;4.46108676068954e-05;4.19824786719512e-05
-0.000355478790086577;0.000100029621722973;0.504980079681275;-0.00915109457707719;0.00260128703427974;0;-3.1000179446467e-05;100;0.5;1.2;251;4.58798202656977e-05;4.6224805735313e-05
-0.0120072145645219;9.35759925819316e-05;0.49402390438247;-0.00537022909491943;0.00325119153146864;0;0.000299487546739026;100;0.5;1.2;251;5.65739371401466e-05;4.92543878368677e-05
-0.0226003661846676;0.000135100233877949;0.50199203187251;0.0614821865482391;0.00388302127191568;0;0.00128278106896512;100;0.5;1.2;251;6.0762561339887e-05;5.45670276938741e-05
-0.00243844635551376;0.00010288415495036;0.500332005312085;-0.00608965839462669;0.00282161819011062;0;0.000138947721404231;100;0.5;1.2;251;4.71712979817864e-05;4.74297536511738e-05
0.00164003580246158;0.000117139914275359;0.499003984063745;-0.0261457807608217;0.00295927578876123;0;-0.00020830946173092;100;0.5;1.2;251;3.43833256125037e-05;3.41469149952126e-05
0.0135065318540393;9.74079828104141e-05;0.504980079681275;0.0867371906398156;0.0041830281524875;0;0.0013755640379352;100;0.5;1.2;251;5.88080265055461e-05;4.84072240311456e-05
0.00987628751929597;0.000123228057665556;0.49003984063745;0.0188394444231733;0.00492926836025955;0;0.000446522782330435;100;0.5;1.2;251;7.75751432355118e-05;7.43799792949036e-05
-0.00348226427825545;0.000131391682753208;0.51460823373174;-0.0024250940663252;0.00227663872333148;0;0.000137558678490707;100;0.5;1.2;251;2.81007404180192e-05;2.80128973846008e-05
0.00283733534265112;0.00013393110805537;0.49468791500664;0.0772613377802853;0.00641868361671137;0;0.00141052937592463;100;0.5;1.2;251;4.92594958909613e-05;4.80138057434019e-05
0.0179088225348106;0.000116149377114614;0.482403718459495;-0.0189832094269368;0.00354212974043369;0;-6.6301623930343e-05;100;0.5;1.2;251;2.30595662848301e-05;2.28726244160069e-05
-0.00104887994664978;9.89756349846984e-05;0.495019920318725;-0.0352822080822682;0.00379839474041881;0;-0.000502304926127541;100;0.5;1.2;251;3.95441696057412e-05;3.83127313720239e-05
0.0088178752701909;0.000108218609886021;0.506972111553785;-0.00078768587841168;0.0026326791975037;0;0.000121861111427951;100;0.5;1.2;251;3.7154775113347e-05;3.65548572629707e-05
-0.000561591483325086;8.09130865699731e-05;0.50730411686587;0.0474178508842594;0.00321363350815094;0;0.00118729438369983;100;0.5;1.2;251;4.96233489661885e-05;4.32926118368741e-05
0.00488433739773339;8.52245689190522e-05;0.496347941567065;0.0553971595290136;0.00508830994541973;0;0.0012497070499426;100;0.5;1.2;251;5.07597367532995e-05;4.57444093009862e-05
0.00140019113197907;7.03728481702221e-05;0.48605577689243;0.0172981327843968;0.00338551179951724;0;0.000545582645722579;100;0.5;1.2;251;4.28943308085747e-05;4.2988178172025e-05
0.00165703709416686;0.000120074148576924;0.489043824701195;-0.0325111813366128;0.00572757247593798;0;-0.000462841471746075;100;0.5;1.2;251;3.20045054378535e-05;3.49955746236791e-05
-0.0103149561430945;9.76908477862569e-05;0.50265604249668;0.0154826824356039;0.00276237797321823;0;0.000312478303449338;100;0.5;1.2;251;3.31098214089853e-05;3.11680003547589e-05
-0.0013343911806682;9.69138483900382e-05;0.507636122177955;0.00261946630907882;0.00320925629049796;0;0.000121303499088212;100;0.5;1.2;251;3.1421843488397e-05;3.18444346453841e-05
0.0132751677398214;0.000100359144969896;0.49203187250996;0.0716996674364176;0.0039616881036149;0;0.00149971617183074;100;0.5;1.2;251;4.01748330197192e-05;3.80416564812514e-05
0.0128561184499865;0.000106204266092815;0.500996015936255;0.026802361153229;0.00309704739998968;0;0.00069096842655668;100;0.5;1.2;251;3.40833231476015e-05;3.2297761976191e-05
-0.00169466378410698;9.46367329053151e-05;0.48406374501992;-0.0311467444194858;0.0033560659960582;0;-0.000378501472108908;100;0.5;1.2;251;4.41767614217303e-05;4.45230311205475e-05
