hateta3_wq_J;var_wq_J;hatrho_J;hateta3_J;hateta3_full;var_source_Gamma1;var_source_Gamma2;var_source_Gamma3;n;rho;alpha;jn;var_source_Gamma1_2;var_source_Gamma1_full
-0.0242285761414401;0.000387212139668345;1;0.0279229525371514;0.0290003604801043;0.000595215118464271;0;0.000269315905543736;100;1;1.2;251;0.00139805404715661;4.17572165188231e-05
-0.00798954577121897;0.000400225310386823;1;0.0576030297516884;0.0484518319251667;0.000882547814633078;0;0.000449367842899213;100;1;1.2;251;0.00153449705423721;8.54742987932637e-05
0.0267522146595207;0.000403632706946315;1;0.0713975752007154;0.0463012741446323;0.00130775345072463;0;0.000450311420040223;100;1;1.2;251;0.0016053845070222;8.03101150670422e-05
-0.00778407079469993;0.000431767019955074;1;0.0243729358288941;0.0309263325936956;0.000933142370808199;0;0.000284428804670747;100;1;1.2;251;0.00156346018111488;3.4482718016195e-05
0.0379499447136726;0.000429782268762895;1;0.0597541579036206;0.0527109816109928;0.00105287810446524;0;0.000365910403909961;100;1;1.2;251;0.00190414242512703;9.09835797330855e-05
0.00854574194058596;0.000473805840973946;1;0.0740165284548907;0.04470555796457;0.000953953346282601;0;0.000493919648766373;100;1;1.2;251;0.00147627633964367;6.68749342751633e-05
0.0426075439971557;0.00045835662380608;1;-0.0155054521651916;0.0206231598211849;0.000810367582775027;0;6.93726858404889e-05;100;1;1.2;251;0.00135475141852289;2.05350918158354e-05
0.0017763562287188;0.000416396209064629;1;0.0240121960484724;0.037602560872462;0.00122260218290216;0;0.000245813112403686;100;1;1.2;251;0.00123268342833431;5.97445518358174e-05
0.00229984020085466;0.000418032406025907;1;0.0522633148550926;0.0369000796256745;0.000735208658165376;0;0.000358274506054901;100;1;1.2;251;0.00114783125765667;7.23233153284647e-05
-0.00930340139961722;0.000381221270822985;1;0.0192695446606817;0.0376601125909252;0.000916665831381957;0;0.000264673132108342;100;1;1.2;251;0.00116943256888888;4.22744264676414e-05
0.0154474012746864;0.000492816035179565;1;0.0515651603374921;0.043119271141179;0.00126264085191428;0;0.000349594135287329;100;1;1.2;251;0.00162657059283508;6.69550350539893e-05
-0.0287650791445212;0.000435158445049495;1;0.0105338191430563;0.0346262920672044;0.00111958170969388;0;0.000259189270077391;100;1;1.2;251;0.00173719252598098;5.27009832210858e-05
0.0182720605827097;0.000429004908377114;1;0.0506604584602434;0.0313899413105441;0.000859482711120729;0;0.000396242420520017;100;1;1.2;251;0.00174805518564251;4.64632885070849e-05
0.0266936748916743;0.000518478976640139;1;0.0296784757586395;0.0363174519934394;0.000992283582887572;0;0.000312703460667887;100;1;1.2;251;0.00168778161426334;7.23684447295362e-05
0.0270452401391516;0.000375879657232296;1;0.0344912853425066;0.0492062063830242;0.0012180399205965;0;0.000271301372662436;100;1;1.2;251;0.00143837990765454;9.858332284729e-05
0.00544299358893927;0.000465312099329835;1;0.0245162801433634;0.0380144507862834;0.000838102053862093;0;0.000304992132260913;100;1;1.2;251;0.00139416041593628;5.55974828395072e-05
-0.0271025887811487;0.000450687012647645;1;0.013866661974599;0.034693563919772;0.00125199015086778;0;0.000235470269316182;100;1;1.2;251;0.00128985874747194;4.48603190554308e-05
-0.0117352315374305;0.000379769270876747;1;0.0259304849353845;0.036412290572024;0.000940973977040854;0;0.000265529187456621;100;1;1.2;251;0.00168923886188429;4.9716174248041e-05
-0.0117661525888357;0.000450031576663514;1;0.0365538215762917;0.0400869300814819;0.00124229561456021;0;0.000232815418441261;100;1;1.2;251;0.0013033454997108;7.47238705115804e-05
0.0181126757448331;0.000462916745171585;1;0.0224368154124288;0.0442905665472183;0.000726138735386288;0;0.000286573514546472;100;1;1.2;251;0.00146674611789866;5.39668709252443e-05
0.0281211037001175;0.000398894057734261;1;0.0372045669879712;0.0340954355595159;0.000993066983816451;0;0.000441451744928042;100;1;1.2;251;0.001515464119789;8.49410267045426e-05
-0.00963834136089384;0.000494853458850292;1;0.0205176851310489;0.0454676955338984;0.00108570967586628;0;0.000214389528120903;100;1;1.2;251;0.00153929710039683;9.41475848294446e-05
-0.00024009453600834;0.000480322887158342;1;0.0251671143603272;0.0377516393943395;0.000896658032548635;0;0.00030192765668397;100;1;1.2;251;0.00130803501983995;6.69500267212452e-05
0.0264437804141242;0.00033079635721905;1;0.0549915144465426;0.0348815371971323;0.000755362075370005;0;0.000427657219565591;100;1;1.2;251;0.00152247938489159;5.36421303779205e-05
-0.00504393663720298;0.000462621597548874;1;0.0247648485621461;0.0463071696817641;0.00101842778905892;0;0.000264035557811738;100;1;1.2;251;0.00154834010490411;7.54024411147286e-05
-0.0347130173030684;0.000353736322334609;1;0.026291056084424;0.0384552851300796;0.00115082311597635;0;0.000393085829176653;100;1;1.2;251;0.00219110589492662;5.9073416232238e-05
0.0322279483366452;0.000384737407451648;1;0.0416700167231403;0.0397116968545895;0.0011879990130016;0;0.000303790307339803;100;1;1.2;251;0.00149818351223918;7.30611144785173e-05
-0.00775317446313701;0.000350008224398706;1;0.00211630632476606;0.037943274284666;0.000653061374854054;0;0.000110623025861292;100;1;1.2;251;0.0013520277216856;6.23442144092607e-05
0.0321615964755174;0.00041873367757981;1;0.0398738209796205;0.0232068014920165;0.000813332279899295;0;0.000316801837688562;100;1;1.2;251;0.00141003724363043;2.91132387967374e-05
0.00683272637324318;0.000416140286247341;1;0.0436182107244227;0.0467098675771339;0.00124103636206706;0;0.000368123335282684;100;1;1.2;251;0.00156646546866102;6.54419955829849e-05
